PID,Monitored Facility,Contingency Name,lo_facility,lo_outage,Earliest,Latest
16247,Cumberland-Bushcin 138kv l/o Caysub-Eugene 345 kv,Caysub-Eugene 345kV,CUMBERLAND-BUSHCIN 138 KV,CAYSUB-EUGENE 345 KV,2013-02-20 00:00:00-05:00,2013-02-26 08:00:00-05:00
16259,Prairie State-W Mt Vernon 345 kV l/o Coffeen-Ramsey-Holland 345 kV,Coffeen-Ramsey-Holland 345 kV,PRAIRIE STATE-W MT VERNON 345 KV,COFFEEN-RAMSEY-HOLLAND 345 KV,2013-01-25 04:00:00-05:00,2013-02-22 01:00:00-05:00
16274,Pawnee xfmr l/o Kincaid-Blue Mound-Latham 345kV,345L2102 Kincaid-Blue Mound-Latham 345kV SPOG1-3-A,PAWNEE XFMR,KINCAID-BLUE MOUND-LATHAM 345 KV,2013-01-29 17:00:00-05:00,2013-02-15 23:00:00-05:00
16283,Rantoul-Rantoul Jct 138kv l/o N.Champaign- Mohomet-Rising 138kv 3 Way Tap,N.Champaign-Mohomet-Rising 138kV 3-Way Tap,RANTOUL-RANTOUL JCT 138 KV,N.CHAMPAIGN- MOHOMET-RISING 138 KV 3 WAY TAP,2011-09-17 02:00:00-04:00,2013-02-14 22:00:00-05:00
16289,Cumberland-Bush 138 kV l/o Cayuga-Cayuga3 345 kV,Cayuga2-Cayuga3 345 kV,CUMBERLAND-BUSH 138 KV,CAYUGA-CAYUGA3 345 KV,2013-02-13 15:00:00-05:00,2013-02-13 17:00:00-05:00
16357,E. Calamus-Mqoketa 161 l/o Salem-Rock Crk 345,L345.Salem-RockCreek(MEC),E. CALAMUS-MQOKETA 161,SALEM-ROCK CRK 345,2013-01-17 18:00:00-05:00,2013-01-24 11:00:00-05:00
16385,Lanesville 345/138 xfmr l/o Lanesville-Brokaw 345KV,L345.Brokaw-Lanesville.2107 [FUTURE],LANESVILLE 345/138 XFMR,LANESVILLE-BROKAW 345 KV,2012-12-28 00:00:00-05:00,2013-01-14 23:00:00-05:00
16421,Lanesville 345/138-kV xfmr l/o Lanesville-Brokaw-Pontiac 345 kV,Lanesville-Brokaw-Pontiac 345 kV,LANESVILLE 345/138-KV XFMR,LANESVILLE-BROKAW-PONTIAC 345 KV,2012-12-26 17:00:00-05:00,2013-01-03 17:00:00-05:00
16455,Pawnee 345/138 kv TX  l/o  Kincaid Lattham,Kincaid-Latham 345kV (2102 line),PAWNEE 345/138 KV TX,KINCAID LATTHAM,2012-12-20 07:00:00-05:00,2012-12-20 09:00:00-05:00
16462,Brokaw 345/138 l/o Brokaw-Pontiac 345,Brokaw-Pontiac 345,BROKAW 345/138,BROKAW-PONTIAC 345,2012-12-04 10:00:00-05:00,2012-12-19 15:00:00-05:00
16463,Pawnee 345/138 kV l/o Kincaid-Latham-Blue Mound 345+Latham 345/138 kV,Kincaid-Latham-Blue Mound 345+Latham 345/138 xfmr,PAWNEE 345/138 KV,KINCAID-LATHAM-BLUE MOUND 345+LATHAM 345/138 KV,2012-12-19 10:00:00-05:00,2012-12-19 10:00:00-05:00
16484,Rising 345/138 l/o Brokaw 345/138 TR1,Brokaw 345/138 TR1,RISING 345/138,BROKAW 345/138 TR1,2012-12-17 07:00:00-05:00,2012-12-17 07:00:00-05:00
16498,Brokaw-N.Leroy 138 kv l/o  Clinton-Oreana-GooseCrk,Clinton-Oreana-GooseCrk 345 kV,BROKAW-N.LEROY 138 KV,CLINTON-OREANA-GOOSECRK,2012-11-20 00:00:00-05:00,2012-12-14 09:00:00-05:00
16558,Bush-Lafayette 138 kV l/o Westwood-LafayetteCat 138 kV,Westwood-LafayetteCat 138 kV,BUSH-LAFAYETTE 138 KV,WESTWOOD-LAFAYETTECAT 138 KV,2012-12-01 07:00:00-05:00,2012-12-01 09:00:00-05:00
16641,Lanesville 345/138-kv TX l/o Kincaid-Lathm-Blue Mnd+Kincd-Pawnee+Latham TR1,345L2102 (multiphase) SPOG 1-3-A,LANESVILLE 345/138-KV TX,KINCAID-LATHM-BLUE MND+KINCD-PAWNEE+LATHAM TR1,2012-11-06 00:00:00-05:00,2012-11-16 23:00:00-05:00
16673,Lanesvlle 345/138 l/o 2102 Lines+2106 Line+Lthm TR1+Cffn-Rmsy-Hollnd 345+Rmsy TX,2102+2106+Lthm TR1+Cffn-Rmsy-Hollnd 345+Rmsy TX,LANESVLLE 345/138,2102 LINES+2106 LINE+LTHM TR1+CFFN-RMSY-HOLLND 345+RMSY TX,2012-11-15 11:00:00-05:00,2012-11-15 11:00:00-05:00
16729,Crete - St Johns Tap  345 kV l/o Burnham - Munster 345,345L17703 Burnham-Munster 345 kV Tie Line,CRETE - ST JOHNS TAP 345 KV,BURNHAM - MUNSTER 345,2011-12-07 00:00:00-05:00,2012-11-07 20:00:00-05:00
16735,Arcadian-Zion 345 l/o Cherry Valley-Silver Lake 345+Zion-Lakeview 138 (SPS),Chry Vlley-Slvr Lk 345+Zion-Lakeview 138 (SPS),ARCADIAN-ZION 345,CHERRY VALLEY-SILVER LAKE 345+ZION-LAKEVIEW 138 (SPS),2012-11-07 06:00:00-05:00,2012-11-07 06:00:00-05:00
16775,Hendrktp-Westmltp 138 l/o Burnham-Munster 345,Burnham-Munster 345,HENDRKTP-WESTMLTP 138,BURNHAM-MUNSTER 345,2012-10-04 00:00:00-04:00,2012-10-31 06:00:00-04:00
16904,Michigan City-Maple 138 l/o Babcock-Stillwell 345,Babcock-Stillwell 345 kV,MICHIGAN CITY-MAPLE 138,BABCOCK-STILLWELL 345,2012-10-05 06:00:00-04:00,2012-10-14 06:00:00-04:00
16967,Breed-Wheatland 345 l/o Jefferson-Rockport 765 kV,JEFFERSON ROCKPORT 765KV LINE,BREED-WHEATLAND 345,JEFFERSON-ROCKPORT 765 KV,2012-02-04 00:00:00-05:00,2012-10-08 23:00:00-04:00
16972,Rising 345/138 l/o 2102 sub+Latham TR1+Latham-Maroa 345,2102 sub+Latham TR1,RISING 345/138,2102 SUB+LATHAM TR1+LATHAM-MAROA 345,2012-10-08 07:00:00-04:00,2012-10-08 08:00:00-04:00
16985,Miami Fort - Hebron 138kv l/o Tanners Creek-Dearborn 345kv,TANNERS CREEK DEARBORN1 345KV LINE,MIAMI FORT - HEBRON 138 KV,TANNERS CREEK-DEARBORN 345 KV,2012-09-19 00:00:00-04:00,2012-10-05 20:00:00-04:00
16995,Mitchell-USSCoktp 138 l/o Burnham-Munster 345,Burnham-Munster 345,MITCHELL-USSCOKTP 138,BURNHAM-MUNSTER 345,2012-10-03 09:00:00-04:00,2012-10-04 14:00:00-04:00
17018,LINE    345 KV  Prairie State-W Mt Vernon 345 kV l/o St Francis-Lutesville 345 kV FG,LINE    345 KV  30974317CMPLINE DUMMY,LINE 345 KV PRAIRIE STATE-W MT VERNON 345 KV,ST FRANCIS-LUTESVILLE 345 KV FG,2011-11-12 05:00:00-05:00,2012-09-30 23:00:00-04:00
17023,LINE    161 KV  Oak Grove-Galesburg 161kV l/o Nelson-Electric Junction 345kV FG,155 NELS345 KV  BT2-3 CBCB      OPEN    155 NELS345 KV  BT4-5 CBCB      OPEN    LINE    345 KV  1550,LINE 161 KV OAK GROVE-GALESBURG 161 KV,NELSON-ELECTRIC JUNCTION 345 KV FG,2012-09-25 00:00:00-04:00,2012-09-29 08:00:00-04:00
17025,Marktown-Inland Steel7 138kv l/o Marktown-Inland Steel 5 183kv,Inland Steel5-Marktown 138 kV,MARKTOWN-INLAND STEEL7 138 KV,MARKTOWN-INLAND STEEL 5 183 KV,2012-09-27 07:00:00-04:00,2012-09-28 23:00:00-04:00
17029,LINE    161 KV  Beaver Channel-Albany 161 kV l/o Cordova-Nelson 345 kV FG,LINE    345 KV  15503   CMPLINE DUMMY,LINE 161 KV BEAVER CHANNEL-ALBANY 161 KV,CORDOVA-NELSON 345 KV FG,2012-04-26 06:00:00-04:00,2012-09-28 17:00:00-04:00
17035,LINE    138 KV  Rantoul-Rantoul Jct 138 kV l/o N Champaign-Mahomet-Rising 138 FG,CHAMP T3138 KV  1 03   1DIS     OPEN    CHAMP T3138 KV  1 032396DIS     OPEN    CHAMP T3138 KV  DUM0,LINE 138 KV RANTOUL-RANTOUL JCT 138 KV,N CHAMPAIGN-MAHOMET-RISING 138 FG,2012-01-03 07:00:00-05:00,2012-09-28 15:00:00-04:00
17038,RISING  345 KV  Rising 345/138 kV TR1 l/o Kincaid-Latham-Blue Mound 345 kV FG,LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102 3  CMPLINE DUMMY   LINE    345 KV  2102,RISING 345 KV RISING 345/138 KV TR1,KINCAID-LATHAM-BLUE MOUND 345 KV FG,2012-01-30 12:00:00-05:00,2012-09-28 11:00:00-04:00
17058,LINE    138 KV  Roxana-Praxair 1 138 kV l/o Wilton Center-Dumont 765 kV FG,112 WILT765 KV  11215 Z1CMPSERD DUMMY   112 WILT765 KV  11215ILKDIS     OPEN    112 WILT765 KV  BT3-,LINE 138 KV ROXANA-PRAXAIR 1 138 KV,WILTON CENTER-DUMONT 765 KV FG,2012-07-28 05:00:00-04:00,2012-09-27 02:00:00-04:00
17063,LINE    138 KV  Marktown-Inland7t 138 l/o Marktown-Inland5t 138 FG,LINE    138 KV  17M-INL1CMPLINE DUMMY,LINE 138 KV MARKTOWN-INLAND7T 138,MARKTOWN-INLAND5T 138 FG,2012-06-13 13:00:00-04:00,2012-09-26 15:00:00-04:00
17070,RISING  345 KV  Rising 345/138 l/o Pontiac-Blue Mound 345 FG,LINE    345 KV  8002    CMPLINE DUMMY,RISING 345 KV RISING 345/138,PONTIAC-BLUE MOUND 345 FG,2012-09-24 17:00:00-04:00,2012-09-24 21:00:00-04:00
17075,LINE    345 KV  Prairie State-W Mt Vernon 345 kV l/o Coffeen-Roxford 345 kV FG,LINE    345 KV  30395322CMPLINE DUMMY,LINE 345 KV PRAIRIE STATE-W MT VERNON 345 KV,COFFEEN-ROXFORD 345 KV FG,2011-12-20 06:00:00-05:00,2012-09-24 08:00:00-04:00
17076,LINE    161 KV  Oak Grove-Galesburg 161kV l/o Nelson-Electric Junction 345kV FG,LINE    345 KV  15502   CMPLINE DUMMY,LINE 161 KV OAK GROVE-GALESBURG 161 KV,NELSON-ELECTRIC JUNCTION 345 KV FG,2011-11-11 01:00:00-05:00,2012-09-24 06:00:00-04:00
17077,LINE    138 KV  Roxana-Praxair 138 kV l/o Roxana-Mitchell Yard 138 kV FG,LINE    138 KV  17R-MIT1CMPLINE DUMMY,LINE 138 KV ROXANA-PRAXAIR 138 KV,ROXANA-MITCHELL YARD 138 KV FG,2012-08-17 05:00:00-04:00,2012-09-24 05:00:00-04:00
17085,LINE    345 KV  Breed-Wheatland 345 l/o Jefferson-Rockport 765 kV FG,JEFFERSO765 KV  B       CB      OPEN    JEFFERSO765 KV  B1      CB      OPEN    LINE    765 KV  JEF-,LINE 345 KV BREED-WHEATLAND 345,JEFFERSON-ROCKPORT 765 KV FG,2012-09-18 06:00:00-04:00,2012-09-22 15:00:00-04:00
17093,LINE    138 KV  Powerton Jct-Lilly 138 kV l/o Duck Creek-Tazewell 345 kV FG,LINE    345 KV  33161331CMPLINE DUMMY,LINE 138 KV POWERTON JCT-LILLY 138 KV,DUCK CREEK-TAZEWELL 345 KV FG,2011-11-11 00:00:00-05:00,2012-09-21 18:00:00-04:00
17108,Purdue - Lafayette 138kv l/o westwood-concord 138kv,Westwood-Concord-Southeast 138 kV,PURDUE - LAFAYETTE 138 KV,WESTWOOD-CONCORD 138 KV,2012-09-19 00:00:00-04:00,2012-09-20 20:00:00-04:00
17125,LINE    345 KV  Benton Harbor-Palisades 345 kV l/o Cook-Palisades 345 kV FG,LINE    345 KV  DCC-PAL CMPLINE DUMMY,LINE 345 KV BENTON HARBOR-PALISADES 345 KV,COOK-PALISADES 345 KV FG,2011-11-17 00:00:00-05:00,2012-09-19 01:00:00-04:00
17158,RISING  345 KV  Rising 345/138-kV TX1 l/o Clinton-Brokaw 345 kV FG,BROKAW  345 KV  45TR2   CMPTRAFODUMMY   LINE    138 KV  1562    CMPLINE DUMMY   LINE    345 KV  4535,RISING 345 KV RISING 345/138-KV TX1,CLINTON-BROKAW 345 KV FG,2011-11-28 17:00:00-05:00,2012-09-15 15:00:00-04:00
17173,LINE    138 KV  Monticello-East Winamac 138 kV l/o Rockport-Jefferson 765 kV FG,JEFFERSO765 KV  B       CB      OPEN    JEFFERSO765 KV  B1      CB      OPEN    LINE    765 KV  JEF-,LINE 138 KV MONTICELLO-EAST WINAMAC 138 KV,ROCKPORT-JEFFERSON 765 KV FG,2012-09-11 22:00:00-04:00,2012-09-14 12:00:00-04:00
17178,LINE    138 KV  Cumberland-Bush 138 kV l/o Westwood-Concord-Southeast 138 kV FG,LINE    138 KV  WES-TIP1CMPLINE DUMMY,LINE 138 KV CUMBERLAND-BUSH 138 KV,WESTWOOD-CONCORD-SOUTHEAST 138 KV FG,2012-01-28 06:00:00-05:00,2012-09-13 20:00:00-04:00
17188,LINE    138 KV  Brokaw-Gibson (Cornbelt) 138 kV l/o Clinton-Oreana-GooseCrk 345 kV FG,LINE    345 KV  4545    CMPLINE DUMMY   LINE    345 KV  4545   2CMPLINE DUMMY   LINE    345 KV  GOO-,LINE 138 KV BROKAW-GIBSON (CORNBELT) 138 KV,CLINTON-OREANA-GOOSECRK 345 KV FG,2012-05-26 12:00:00-04:00,2012-09-13 16:00:00-04:00
17193,Lanesville 345/138-kv TX l/o Kincaid-Lathm-Blue Mnd+Kincd-Pawnee+Latham TR1,Kincaid-Latham-Blue Mound+Kincaid-Pawnee+Lthm TR1,LANESVILLE 345/138-KV TX,KINCAID-LATHM-BLUE MND+KINCD-PAWNEE+LATHAM TR1,2011-12-02 00:00:00-05:00,2012-09-13 13:00:00-04:00
17194,LANESVL 345 KV  Lanesville 345/138-kV TX l/o Kincd-Lathm-Blue Mnd+Kincd-Pawnee+Latham FG,LATHAM  345 KV  45TR1   CMPTRAFODUMMY   LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102,LANESVL 345 KV LANESVILLE 345/138-KV TX,KINCD-LATHM-BLUE MND+KINCD-PAWNEE+LATHAM FG,2012-06-18 16:00:00-04:00,2012-09-13 13:00:00-04:00
17232,LINE    345 KV  Arcadian-Zion 345 l/o Pleasant Prairie-Zion 345+Zion-Lakeview 138 (SPS) FG,22 ZION 345 KV  BT2-17CBCB      OPEN    22 ZION 345 KV  BT2-3 CBCB      OPEN    282 ZION138 KV  2820,LINE 345 KV ARCADIAN-ZION 345,PLEASANT PRAIRIE-ZION 345+ZION-LAKEVIEW 138 (SPS) FG,2012-08-03 18:00:00-04:00,2012-09-07 20:00:00-04:00
17253,LINE    345 KV  Pleasant Prairie-Zion 345 l/o Zion-Arcadian 345+Zion-Lakeview 138 (SPS) FG,22 ZION 345 KV  BT1920CBCB      OPEN    22 ZION 345 KV  BT7-20CBCB      OPEN    282 ZION138 KV  2820,LINE 345 KV PLEASANT PRAIRIE-ZION 345,ZION-ARCADIAN 345+ZION-LAKEVIEW 138 (SPS) FG,2012-09-06 19:00:00-04:00,2012-09-06 20:00:00-04:00
17282,NO PANA 345 KV  Pana 345/138 l/o 2102 Line+Lthm TR1+Kincd-Lansvl 345+Kincd-Pawne 345 FG,178 BLUE345 KV  BT1-2   CB      OPEN    178 BLUE345 KV  BT1-3   CB      OPEN    21 KINCA345 KV  BT1-,NO PANA 345 KV PANA 345/138,2102 LINE+LTHM TR1+KINCD-LANSVL 345+KINCD-PAWNE 345 FG,2012-09-05 11:00:00-04:00,2012-09-05 11:00:00-04:00
17287,LINE    138 KV  1352-Lilly 138 kV l/o Clinton Unit 1 FG,CLINTON4345 KV  U CL-1  CMPGEN  DUMMY,LINE 138 KV 1352-LILLY 138 KV,CLINTON UNIT 1 FG,2012-05-26 21:00:00-04:00,2012-09-05 01:00:00-04:00
17299,LINE    345 KV  Monroe-Wayne 345 l/o Monroe-Brownstown 1 345 FG,LINE    345 KV  BRO-MON1CMPLINE DUMMY,LINE 345 KV MONROE-WAYNE 345,MONROE-BROWNSTOWN 1 345 FG,2012-07-16 12:00:00-04:00,2012-09-03 20:00:00-04:00
17300,LINE    138 KV  Monticello-East Winamac 138 kV l/o Rockport-Jefferson 765 kV FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 138 KV MONTICELLO-EAST WINAMAC 138 KV,ROCKPORT-JEFFERSON 765 KV FG,2012-02-15 08:00:00-05:00,2012-09-03 16:00:00-04:00
17302,LINE    345 KV  Breed-Wheatland 345 l/o Jefferson-Rockport 765 kV FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 345 KV BREED-WHEATLAND 345,JEFFERSON-ROCKPORT 765 KV FG,2011-11-12 07:00:00-05:00,2012-09-02 08:00:00-04:00
17322,LINE    138 KV  Wash_St3-Raab Rd3 138 l/o 8001 Line FG,80 PONTI345 KV  BT3-8 CBCB      OPEN    80 PONTI345 KV  BT7-8 CBCB      OPEN    BROKAW  345 KV  2101,LINE 138 KV WASH_ST3-RAAB RD3 138,8001 LINE FG,2012-08-31 14:00:00-04:00,2012-08-31 16:00:00-04:00
17329,Burr Oak 345/138 kV xfmr l/o Burr Oak-Leesburg 345 kV,BURR OAK - LEESBURG 345 KV LINE (NIPS),BURR OAK 345/138 KV XFMR,BURR OAK-LEESBURG 345 KV,2010-03-24 00:00:00-04:00,2012-08-30 22:00:00-04:00
17339,LINE    161 KV  Davnprt-E. Calamus 161 l/o Quad Cities-Rock Crk 345 FG,LINE    345 KV  0405    CMPLINE DUMMY,LINE 161 KV DAVNPRT-E. CALAMUS 161,QUAD CITIES-ROCK CRK 345 FG,2012-07-01 16:00:00-04:00,2012-08-29 19:00:00-04:00
17343,LINE    161 KV  Oakgrove-Galesburg 161 kV l/o Sterling Steel-Nelson 345 kV FG,LINE    345 KV  15504   CMPLINE DUMMY,LINE 161 KV OAKGROVE-GALESBURG 161 KV,STERLING STEEL-NELSON 345 KV FG,2012-03-29 21:00:00-04:00,2012-08-29 08:00:00-04:00
17344,LINE    138 KV  Dune Acres-Michigan Cty 1 138 l/o Wilton Center-Dumont+Powerton 5/Joliet 7 (SPS) FG,112 WILT765 KV  BT3-4 CBCB      OPEN    112 WILT765 KV  BT4-5 CBCB      OPEN    29 JOLIE24 KV   JO-7,LINE 138 KV DUNE ACRES-MICHIGAN CTY 1 138,WILTON CENTER-DUMONT+POWERTON 5/JOLIET 7 (SPS) FG,2012-08-28 05:00:00-04:00,2012-08-29 07:00:00-04:00
17360,LINE    138 KV  Rantoul-Rantoul Jct 138 l/o Brkw-Gbsn 138+Champ T3 sub+Lever R3-Champ E3 138 FG,CHAMP E3138 KV  132400 3CMPSERD DUMMY   LINE    138 KV  32399324CMPLINE DUMMY   LINE    138 KV  GIBC,LINE 138 KV RANTOUL-RANTOUL JCT 138,BRKW-GBSN 138+CHAMP T3 SUB+LEVER R3-CHAMP E3 138 FG,2012-08-27 08:00:00-04:00,2012-08-27 08:00:00-04:00
17362,Edwards-Kewanee 138 l/o Lockport-Kendall 345,345L10805 Lockport-Kendall 345 kV Line SPOG 3-15,EDWARDS-KEWANEE 138,LOCKPORT-KENDALL 345,2012-08-23 07:00:00-04:00,2012-08-26 21:00:00-04:00
17364,LINE    138 KV  Edwards-Kewanee 138 l/o Powerton-Dresden 345 FG,12 DRESD345 KV  BT3-4 CBCB      OPEN    12 DRESD345 KV  BT4-5 CBCB      OPEN    12 DRESD345 KV  BT4-,LINE 138 KV EDWARDS-KEWANEE 138,POWERTON-DRESDEN 345 FG,2012-08-26 18:00:00-04:00,2012-08-26 18:00:00-04:00
17368,LINE    138 KV  Edwards-Kewanee 138 l/o Lockport-Kendall 345 FG,108 LOCK345 KV  BT7-8 CBCB      OPEN    108 LOCK345 KV  BT8-9 CBCB      OPEN    935 KEND345 KV  BT6-,LINE 138 KV EDWARDS-KEWANEE 138,LOCKPORT-KENDALL 345 FG,2012-08-22 12:00:00-04:00,2012-08-24 20:00:00-04:00
17385,LINE    345 KV  Bunsonville-Eugene 345 kV l/o Casey-Breed 345 kV FG,LINE    345 KV  BRE-WCA1CMPLINE DUMMY,LINE 345 KV BUNSONVILLE-EUGENE 345 KV,CASEY-BREED 345 KV FG,2011-11-19 11:00:00-05:00,2012-08-20 07:00:00-04:00
17420,LINE    345 KV  Palisades-Roosevelt 345 l/o Palisades-Vergenne 345 FG,LINE    345 KV  PAL-VER CMPLINE DUMMY,LINE 345 KV PALISADES-ROOSEVELT 345,PALISADES-VERGENNE 345 FG,2012-06-03 07:00:00-04:00,2012-08-15 05:00:00-04:00
17424,Beaver Channel-Albany l/o Salem 345/138 TR22,Salem 345/138  TR22,BEAVER CHANNEL-ALBANY,SALEM 345/138 TR22,2012-07-11 00:00:00-04:00,2012-08-14 16:00:00-04:00
17466,LINE    138 KV  W Lafayette-Cumberland 138 kV l/o Westwood-Tippecanoe Labs 138 kV FG,LINE    138 KV  WES-TIP1CMPLINE DUMMY,LINE 138 KV W LAFAYETTE-CUMBERLAND 138 KV,WESTWOOD-TIPPECANOE LABS 138 KV FG,2012-06-19 14:00:00-04:00,2012-08-08 19:00:00-04:00
17501,TAZEWEL2345 KV  Tazewell 345/138 kV T1 l/o Tazewell 345/138 kV T2 FG,TAZEWEL2345 KV  T 233141CMPTRAFODUMMY,TAZEWEL2345 KV TAZEWELL 345/138 KV T1,TAZEWELL 345/138 KV T2 FG,2012-08-01 14:00:00-04:00,2012-08-03 18:00:00-04:00
17511,LINE    138 KV  Miller-USSCoktp 138 l/o Miller-Tinmiltp 138 FG,17MILLER138 KV  17      CB      OPEN    17MILLER138 KV  1722    CB      OPEN    LINE    138 KV  17M-,LINE 138 KV MILLER-USSCOKTP 138,MILLER-TINMILTP 138 FG,2012-08-01 21:00:00-04:00,2012-08-01 22:00:00-04:00
17534,LINE    138 KV  Roxana-Praxair 138 kV l/o Inland5-Marktown 138 kV FG,LINE    138 KV  17M-INL1CMPLINE DUMMY,LINE 138 KV ROXANA-PRAXAIR 138 KV,INLAND5-MARKTOWN 138 KV FG,2012-07-28 05:00:00-04:00,2012-07-28 05:00:00-04:00
17582,LINE    161 KV  Beaver Channel-Albany 161 l/o Salem 345/138 TR22 FG,SALEM  6345 KV  TR22    CMPTRAFODUMMY,LINE 161 KV BEAVER CHANNEL-ALBANY 161,SALEM 345/138 TR22 FG,2012-06-27 13:00:00-04:00,2012-07-19 09:00:00-04:00
17583,LINE    138 KV  Beaver Channel-Albany 161 l/o Salem 345/138 TR22 FG,SALEM  6345 KV  TR22    CMPTRAFODUMMY,LINE 138 KV BEAVER CHANNEL-ALBANY 161,SALEM 345/138 TR22 FG,2012-06-27 15:00:00-04:00,2012-07-19 08:00:00-04:00
17587,LINE    138 KV  Batesville-Hubble 138 l/o Tanners Crk-Miami Fort 345 FG,LINE    345 KV  TAN-MIA1CMPLINE DUMMY   MIAMIFOR345 KV  SW991   DIS     OPEN    TANNERSC345 KV  T2,LINE 138 KV BATESVILLE-HUBBLE 138,TANNERS CRK-MIAMI FORT 345 FG,2012-07-18 14:00:00-04:00,2012-07-18 15:00:00-04:00
17612,Kenosha-Lakeview 138 l/o Pleasant Prairie-Zion 345 kV,Zion-Pleas PR (2221) 345 Line,KENOSHA-LAKEVIEW 138,PLEASANT PRAIRIE-ZION 345 KV,2010-05-01 01:00:00-04:00,2012-07-12 18:00:00-04:00
17618,LINE    138 KV  Michigan Cty-Laporte l/o Wilton Center-Dumont 765+Powerton 5/Joliet 7 (SPS) FG,29 JOLIE24 KV   JO-7    CMPGEN  DUMMY   29 JOLIE345 KV  BT7-8 CBCB      OPEN    29 JOLIE345 KV  L291,LINE 138 KV MICHIGAN CTY-LAPORTE,WILTON CENTER-DUMONT 765+POWERTON 5/JOLIET 7 (SPS) FG,2012-06-09 05:00:00-04:00,2012-07-11 07:00:00-04:00
17622,CAYUGA2 345 KV  Cayuga 345/230 xfmr 9 l/o Cayuga 345/230 xfmr 10 FG,CAYUGA2 345 KV  10      CMPTRAFODUMMY,CAYUGA2 345 KV CAYUGA 345/230 XFMR 9,CAYUGA 345/230 XFMR 10 FG,2012-07-06 18:00:00-04:00,2012-07-10 15:00:00-04:00
17623,LINE    138 KV  Kenosha-Lakeview 138 l/o Pleasant Prairie-Zion 345 kV FG,LINE    345 KV  2221    CMPLINE DUMMY,LINE 138 KV KENOSHA-LAKEVIEW 138,PLEASANT PRAIRIE-ZION 345 KV FG,2011-11-18 19:00:00-05:00,2012-07-10 15:00:00-04:00
17638,LINE    345 KV  Cayuga3-Cayuga2 345 l/o Jefferson-Rockport 765 FG,LINE    765 KV  JEF-ROC1CMPLINE DUMMY,LINE 345 KV CAYUGA3-CAYUGA2 345,JEFFERSON-ROCKPORT 765 FG,2012-05-29 05:00:00-04:00,2012-07-08 09:00:00-04:00
17639,LINE    138 KV  W Lafayette-Cumberland 138 kV l/o Cayuga-Cayuga3 345 kV FG,LINE    345 KV  CAY-CAY2CMPLINE DUMMY,LINE 138 KV W LAFAYETTE-CUMBERLAND 138 KV,CAYUGA-CAYUGA3 345 KV FG,2012-06-29 13:00:00-04:00,2012-07-07 21:00:00-04:00
17644,LINE    138 KV  Lakeview-282 Zion 138 kV l/o Zion-Pleasant Prairie 345 kV FG,LINE    345 KV  2221    CMPLINE DUMMY,LINE 138 KV LAKEVIEW-282 ZION 138 KV,ZION-PLEASANT PRAIRIE 345 KV FG,2011-12-27 09:00:00-05:00,2012-07-07 19:00:00-04:00
17714,LINE    138 KV  Batesville-Hubble 138 l/o Tanners Crk-Miami Fort 345 FG,LINE    345 KV  TAN-MIA1CMPLINE DUMMY,LINE 138 KV BATESVILLE-HUBBLE 138,TANNERS CRK-MIAMI FORT 345 FG,2012-06-13 17:00:00-04:00,2012-06-29 16:00:00-04:00
17717,BURR_OAK345 KV  Burr Oak 345/138 kV xfmr l/o Burr Oak-Leesburg 345 kV FG,LINE    345 KV  BUR-LEE1CMPLINE DUMMY,BURR_OAK345 KV BURR OAK 345/138 KV XFMR,BURR OAK-LEESBURG 345 KV FG,2011-12-19 10:00:00-05:00,2012-06-29 13:00:00-04:00
17718,LINE    345 KV  Burr Oak 345/138 kV xfmr l/o Burr Oak-Leesburg 345 kV FG,LINE    345 KV  BUR-LEE1CMPLINE DUMMY,LINE 345 KV BURR OAK 345/138 KV XFMR,BURR OAK-LEESBURG 345 KV FG,2011-12-19 10:00:00-05:00,2012-06-29 13:00:00-04:00
17720,Roxana-Praxair 1 138 kV l/o Marktown-Inland Steel 7 138 kV,Marktown-Inland Steel 7 138 kV,ROXANA-PRAXAIR 1 138 KV,MARKTOWN-INLAND STEEL 7 138 KV,2011-04-07 04:00:00-04:00,2012-06-28 23:00:00-04:00
17722,LINE    138 KV  Monticello-East Winamac 138 kV l/o Schahfer-Burr Oak 345 kV FG,LINE    345 KV  BUR-SCH1CMPLINE DUMMY,LINE 138 KV MONTICELLO-EAST WINAMAC 138 KV,SCHAHFER-BURR OAK 345 KV FG,2011-11-11 12:00:00-05:00,2012-06-28 15:00:00-04:00
17733,Michigan City - Laporte 138 kV l/o Dumont -Wilton Center 765 kV,DUMONT WILTON CENTER 765KV LINE (L11215),MICHIGAN CITY - LAPORTE 138 KV,DUMONT -WILTON CENTER 765 KV,2010-11-13 00:00:00-05:00,2012-06-25 22:00:00-04:00
17738,LINE    138 KV  Sheffield-Marktown 138 kV l/o Sheffield-Amoco 138 kV FG,LINE    138 KV  SHE-AMO1CMPLINE DUMMY,LINE 138 KV SHEFFIELD-MARKTOWN 138 KV,SHEFFIELD-AMOCO 138 KV FG,2012-04-02 21:00:00-04:00,2012-06-25 11:00:00-04:00
